ytid,start_s,end_s,filename,status,error
HOIIp5NyFx0,20,30,[HOIIp5NyFx0]-[20-30].wav,failed,ERROR: [youtube] HOIIp5NyFx0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HNf9eHqDT1A,30,40,[HNf9eHqDT1A]-[30-40].wav,failed,ERROR: [youtube] HNf9eHqDT1A: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HOkuea1wExA,30,40,[HOkuea1wExA]-[30-40].wav,failed,ERROR: [youtube] HOkuea1wExA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HQ9HlWProm0,30,40,[HQ9HlWProm0]-[30-40].wav,failed,ERROR: [youtube] HQ9HlWProm0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HQb2jhmw1BE,310,320,[HQb2jhmw1BE]-[310-320].wav,failed,ERROR: [youtube] HQb2jhmw1BE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HVA9-fjtv6U,60,70,[HVA9-fjtv6U]-[60-70].wav,failed,ERROR: [youtube] HVA9-fjtv6U: This video is unavailable
HRVVqstIabc,240,250,[HRVVqstIabc]-[240-250].wav,failed,ERROR: [youtube] HRVVqstIabc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HRxTN4TH-80,0,10,[HRxTN4TH-80]-[0-10].wav,failed,ERROR: [youtube] HRxTN4TH-80: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HSrzR9hhEe8,30,40,[HSrzR9hhEe8]-[30-40].wav,failed,ERROR: [youtube] HSrzR9hhEe8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HTQySJM4Jhg,50,60,[HTQySJM4Jhg]-[50-60].wav,failed,ERROR: [youtube] HTQySJM4Jhg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HU7oqkJeItQ,0,10,[HU7oqkJeItQ]-[0-10].wav,failed,ERROR: [youtube] HU7oqkJeItQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HS_ikHx4LIQ,190,200,[HS_ikHx4LIQ]-[190-200].wav,failed,ERROR: [youtube] HS_ikHx4LIQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HVsXJDR1_Lw,30,40,[HVsXJDR1_Lw]-[30-40].wav,failed,ERROR: [youtube] HVsXJDR1_Lw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HWZdPxRzCWs,30,40,[HWZdPxRzCWs]-[30-40].wav,failed,ERROR: [youtube] HWZdPxRzCWs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HXwX9f9ugZ4,340,350,[HXwX9f9ugZ4]-[340-350].wav,failed,ERROR: [youtube] HXwX9f9ugZ4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HWe3TSUcvHc,30,40,[HWe3TSUcvHc]-[30-40].wav,failed,ERROR: [youtube] HWe3TSUcvHc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HXG8DnTpyPc,220,230,[HXG8DnTpyPc]-[220-230].wav,failed,ERROR: [youtube] HXG8DnTpyPc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HYjSrwSm0T4,250,260,[HYjSrwSm0T4]-[250-260].wav,failed,ERROR: [youtube] HYjSrwSm0T4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
H_2ZPxy80Eo,30,40,[H_2ZPxy80Eo]-[30-40].wav,failed,ERROR: [youtube] H_2ZPxy80Eo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
H_5wh4aMQe0,270,280,[H_5wh4aMQe0]-[270-280].wav,failed,ERROR: [youtube] H_5wh4aMQe0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HY1KdNS19CM,0,10,[HY1KdNS19CM]-[0-10].wav,failed,ERROR: [youtube] HY1KdNS19CM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Ha-FS_CHmGw,60,70,[Ha-FS_CHmGw]-[60-70].wav,failed,ERROR: [youtube] Ha-FS_CHmGw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HbX1ZIuD0ac,110,120,[HbX1ZIuD0ac]-[110-120].wav,failed,ERROR: [youtube] HbX1ZIuD0ac: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
H_He9_zHk8I,80,90,[H_He9_zHk8I]-[80-90].wav,failed,ERROR: [youtube] H_He9_zHk8I: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HdRPdh-cSTw,140,150,[HdRPdh-cSTw]-[140-150].wav,failed,ERROR: [youtube] HdRPdh-cSTw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hc_UM8l_sTg,30,40,[Hc_UM8l_sTg]-[30-40].wav,failed,ERROR: [youtube] Hc_UM8l_sTg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hdko95EitpI,40,50,[Hdko95EitpI]-[40-50].wav,failed,ERROR: [youtube] Hdko95EitpI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
He63KV_9Pwg,60,70,[He63KV_9Pwg]-[60-70].wav,failed,ERROR: [youtube] He63KV_9Pwg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HfBh3lZZi8Q,100,110,[HfBh3lZZi8Q]-[100-110].wav,failed,ERROR: [youtube] HfBh3lZZi8Q: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HflVPAOVL7U,2,12,[HflVPAOVL7U]-[2-12].wav,failed,ERROR: [youtube] HflVPAOVL7U: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hg4f2xt3oKA,30,40,[Hg4f2xt3oKA]-[30-40].wav,failed,ERROR: [youtube] Hg4f2xt3oKA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HhQTvaZtURY,30,40,[HhQTvaZtURY]-[30-40].wav,failed,ERROR: [youtube] HhQTvaZtURY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HfzEa06vDLg,30,40,[HfzEa06vDLg]-[30-40].wav,failed,ERROR: [youtube] HfzEa06vDLg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hl8OrRlMwi4,10,20,[Hl8OrRlMwi4]-[10-20].wav,failed,ERROR: [youtube] Hl8OrRlMwi4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HkXSX7Kdhms,30,40,[HkXSX7Kdhms]-[30-40].wav,failed,ERROR: [youtube] HkXSX7Kdhms: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HkCYA4ax4jI,70,80,[HkCYA4ax4jI]-[70-80].wav,failed,ERROR: [youtube] HkCYA4ax4jI: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
Hob0LAu8afQ,110,120,[Hob0LAu8afQ]-[110-120].wav,failed,ERROR: [youtube] Hob0LAu8afQ: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
Hij_QxDkIJI,30,40,[Hij_QxDkIJI]-[30-40].wav,failed,ERROR: [youtube] Hij_QxDkIJI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hn46VuvS88Y,30,40,[Hn46VuvS88Y]-[30-40].wav,failed,ERROR: [youtube] Hn46VuvS88Y: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HrPnGYGrvm0,100,110,[HrPnGYGrvm0]-[100-110].wav,failed,ERROR: [youtube] HrPnGYGrvm0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hnk45Z0EAxg,150,160,[Hnk45Z0EAxg]-[150-160].wav,failed,ERROR: [youtube] Hnk45Z0EAxg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HpkPTa1fQDE,500,510,[HpkPTa1fQDE]-[500-510].wav,failed,ERROR: [youtube] HpkPTa1fQDE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HplcVmJhuIc,40,50,[HplcVmJhuIc]-[40-50].wav,failed,ERROR: [youtube] HplcVmJhuIc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hrgl_1rGGU4,30,40,[Hrgl_1rGGU4]-[30-40].wav,failed,ERROR: [youtube] Hrgl_1rGGU4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hvs6Xwc6-gc,30,40,[Hvs6Xwc6-gc]-[30-40].wav,failed,ERROR: [youtube] Hvs6Xwc6-gc: This video is no longer available because the YouTube account associated with this video has been terminated.
HrwpdRe7meM,10,20,[HrwpdRe7meM]-[10-20].wav,failed,ERROR: [youtube] HrwpdRe7meM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HtRjRuKnvjI,30,40,[HtRjRuKnvjI]-[30-40].wav,failed,ERROR: [youtube] HtRjRuKnvjI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hp-lgcs4VXY,50,60,[Hp-lgcs4VXY]-[50-60].wav,failed,ERROR: [youtube] Hp-lgcs4VXY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HtCkwxfAmzw,30,40,[HtCkwxfAmzw]-[30-40].wav,failed,ERROR: [youtube] HtCkwxfAmzw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HrxfNVYirCo,30,40,[HrxfNVYirCo]-[30-40].wav,failed,ERROR: [youtube] HrxfNVYirCo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HtSznF9_784,30,40,[HtSznF9_784]-[30-40].wav,failed,ERROR: [youtube] HtSznF9_784: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HtXtfCR-MUg,60,70,[HtXtfCR-MUg]-[60-70].wav,failed,ERROR: [youtube] HtXtfCR-MUg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HuVgc2jf0Ec,10,20,[HuVgc2jf0Ec]-[10-20].wav,failed,ERROR: [youtube] HuVgc2jf0Ec: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HvOSaS8sXQM,30,40,[HvOSaS8sXQM]-[30-40].wav,failed,ERROR: [youtube] HvOSaS8sXQM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HvuHSr_yncE,70,80,[HvuHSr_yncE]-[70-80].wav,failed,ERROR: [youtube] HvuHSr_yncE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HwGK5RvNOFI,30,40,[HwGK5RvNOFI]-[30-40].wav,failed,ERROR: [youtube] HwGK5RvNOFI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Hxf1seOpijE,10,20,[Hxf1seOpijE]-[10-20].wav,failed,ERROR: [youtube] Hxf1seOpijE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
HyJ2YaNrA3U,30,40,[HyJ2YaNrA3U]-[30-40].wav,failed,ERROR: [youtube] HyJ2YaNrA3U: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
